Name,pitchcenter,scale,C,C#/Db,D,D#/Eb,E,F,F#/Gb,G,G#/Ab,A,A#/Bb,B
wtc_2_Fugue1,C,major,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647
wtc_2_Fugue1,C,major,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699
wtc_2_Fugue1,C,major,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0
wtc_2_Fugue1,C,major,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628
wtc_2_Fugue1,C,major,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193
wtc_2_Fugue1,C,major,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093
wtc_2_Fugue1,C,major,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275
wtc_2_Fugue1,C,major,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941
wtc_2_Fugue1,C,major,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301
wtc_2_Fugue1,C,major,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223
wtc_2_Fugue2,C,minor,18.8854,1.3932,10.8359,12.0743,2.322,11.4551,1.548,16.2539,7.5851,3.87,7.8947,5.8824
wtc_2_Fugue2,C,minor,1.3932,10.8359,12.0743,2.322,11.4551,1.548,16.2539,7.5851,3.87,7.8947,5.8824,18.8854
wtc_2_Fugue2,C,minor,10.8359,12.0743,2.322,11.4551,1.548,16.2539,7.5851,3.87,7.8947,5.8824,18.8854,1.3932
wtc_2_Fugue2,C,minor,12.0743,2.322,11.4551,1.548,16.2539,7.5851,3.87,7.8947,5.8824,18.8854,1.3932,10.8359
wtc_2_Fugue2,C,minor,2.322,11.4551,1.548,16.2539,7.5851,3.87,7.8947,5.8824,18.8854,1.3932,10.8359,12.0743
wtc_2_Fugue2,C,minor,11.4551,1.548,16.2539,7.5851,3.87,7.8947,5.8824,18.8854,1.3932,10.8359,12.0743,2.322
wtc_2_Fugue2,C,minor,1.548,16.2539,7.5851,3.87,7.8947,5.8824,18.8854,1.3932,10.8359,12.0743,2.322,11.4551
wtc_2_Fugue2,C,minor,16.2539,7.5851,3.87,7.8947,5.8824,18.8854,1.3932,10.8359,12.0743,2.322,11.4551,1.548
wtc_2_Fugue2,C,minor,7.5851,3.87,7.8947,5.8824,18.8854,1.3932,10.8359,12.0743,2.322,11.4551,1.548,16.2539
wtc_2_Fugue2,C,minor,3.87,7.8947,5.8824,18.8854,1.3932,10.8359,12.0743,2.322,11.4551,1.548,16.2539,7.5851
wtc_2_Fugue2,C,minor,7.8947,5.8824,18.8854,1.3932,10.8359,12.0743,2.322,11.4551,1.548,16.2539,7.5851,3.87
wtc_2_Fugue2,C,minor,5.8824,18.8854,1.3932,10.8359,12.0743,2.322,11.4551,1.548,16.2539,7.5851,3.87,7.8947
wtc_2_Fugue3,C#/Db,major,16.44,1.1125,15.204,1.2361,14.7095,12.7318,1.6069,13.8443,0.7417,11.3721,1.8541,9.1471
wtc_2_Fugue3,C#/Db,major,1.1125,15.204,1.2361,14.7095,12.7318,1.6069,13.8443,0.7417,11.3721,1.8541,9.1471,16.44
wtc_2_Fugue3,C#/Db,major,15.204,1.2361,14.7095,12.7318,1.6069,13.8443,0.7417,11.3721,1.8541,9.1471,16.44,1.1125
wtc_2_Fugue3,C#/Db,major,1.2361,14.7095,12.7318,1.6069,13.8443,0.7417,11.3721,1.8541,9.1471,16.44,1.1125,15.204
wtc_2_Fugue3,C#/Db,major,14.7095,12.7318,1.6069,13.8443,0.7417,11.3721,1.8541,9.1471,16.44,1.1125,15.204,1.2361
wtc_2_Fugue3,C#/Db,major,12.7318,1.6069,13.8443,0.7417,11.3721,1.8541,9.1471,16.44,1.1125,15.204,1.2361,14.7095
wtc_2_Fugue3,C#/Db,major,1.6069,13.8443,0.7417,11.3721,1.8541,9.1471,16.44,1.1125,15.204,1.2361,14.7095,12.7318
wtc_2_Fugue3,C#/Db,major,13.8443,0.7417,11.3721,1.8541,9.1471,16.44,1.1125,15.204,1.2361,14.7095,12.7318,1.6069
wtc_2_Fugue3,C#/Db,major,0.7417,11.3721,1.8541,9.1471,16.44,1.1125,15.204,1.2361,14.7095,12.7318,1.6069,13.8443
wtc_2_Fugue3,C#/Db,major,11.3721,1.8541,9.1471,16.44,1.1125,15.204,1.2361,14.7095,12.7318,1.6069,13.8443,0.7417
wtc_2_Fugue3,C#/Db,major,1.8541,9.1471,16.44,1.1125,15.204,1.2361,14.7095,12.7318,1.6069,13.8443,0.7417,11.3721
wtc_2_Fugue3,C#/Db,major,9.1471,16.44,1.1125,15.204,1.2361,14.7095,12.7318,1.6069,13.8443,0.7417,11.3721,1.8541
wtc_2_Fugue4,C#/Db,minor,14.4853,1.25,12.9412,12.7206,2.7941,13.6029,1.4706,15,6.8382,5.0735,9.7059,4.1176
wtc_2_Fugue4,C#/Db,minor,1.25,12.9412,12.7206,2.7941,13.6029,1.4706,15,6.8382,5.0735,9.7059,4.1176,14.4853
wtc_2_Fugue4,C#/Db,minor,12.9412,12.7206,2.7941,13.6029,1.4706,15,6.8382,5.0735,9.7059,4.1176,14.4853,1.25
wtc_2_Fugue4,C#/Db,minor,12.7206,2.7941,13.6029,1.4706,15,6.8382,5.0735,9.7059,4.1176,14.4853,1.25,12.9412
wtc_2_Fugue4,C#/Db,minor,2.7941,13.6029,1.4706,15,6.8382,5.0735,9.7059,4.1176,14.4853,1.25,12.9412,12.7206
wtc_2_Fugue4,C#/Db,minor,13.6029,1.4706,15,6.8382,5.0735,9.7059,4.1176,14.4853,1.25,12.9412,12.7206,2.7941
wtc_2_Fugue4,C#/Db,minor,1.4706,15,6.8382,5.0735,9.7059,4.1176,14.4853,1.25,12.9412,12.7206,2.7941,13.6029
wtc_2_Fugue4,C#/Db,minor,15,6.8382,5.0735,9.7059,4.1176,14.4853,1.25,12.9412,12.7206,2.7941,13.6029,1.4706
wtc_2_Fugue4,C#/Db,minor,6.8382,5.0735,9.7059,4.1176,14.4853,1.25,12.9412,12.7206,2.7941,13.6029,1.4706,15
wtc_2_Fugue4,C#/Db,minor,5.0735,9.7059,4.1176,14.4853,1.25,12.9412,12.7206,2.7941,13.6029,1.4706,15,6.8382
wtc_2_Fugue4,C#/Db,minor,9.7059,4.1176,14.4853,1.25,12.9412,12.7206,2.7941,13.6029,1.4706,15,6.8382,5.0735
wtc_2_Fugue4,C#/Db,minor,4.1176,14.4853,1.25,12.9412,12.7206,2.7941,13.6029,1.4706,15,6.8382,5.0735,9.7059
wtc_2_Fugue5,D,major,16.3972,0.4619,15.127,0.8083,12.5866,9.1224,3.3487,15.358,0.9238,14.2032,2.3095,9.3533
wtc_2_Fugue5,D,major,0.4619,15.127,0.8083,12.5866,9.1224,3.3487,15.358,0.9238,14.2032,2.3095,9.3533,16.3972
wtc_2_Fugue5,D,major,15.127,0.8083,12.5866,9.1224,3.3487,15.358,0.9238,14.2032,2.3095,9.3533,16.3972,0.4619
wtc_2_Fugue5,D,major,0.8083,12.5866,9.1224,3.3487,15.358,0.9238,14.2032,2.3095,9.3533,16.3972,0.4619,15.127
wtc_2_Fugue5,D,major,12.5866,9.1224,3.3487,15.358,0.9238,14.2032,2.3095,9.3533,16.3972,0.4619,15.127,0.8083
wtc_2_Fugue5,D,major,9.1224,3.3487,15.358,0.9238,14.2032,2.3095,9.3533,16.3972,0.4619,15.127,0.8083,12.5866
wtc_2_Fugue5,D,major,3.3487,15.358,0.9238,14.2032,2.3095,9.3533,16.3972,0.4619,15.127,0.8083,12.5866,9.1224
wtc_2_Fugue5,D,major,15.358,0.9238,14.2032,2.3095,9.3533,16.3972,0.4619,15.127,0.8083,12.5866,9.1224,3.3487
wtc_2_Fugue5,D,major,0.9238,14.2032,2.3095,9.3533,16.3972,0.4619,15.127,0.8083,12.5866,9.1224,3.3487,15.358
wtc_2_Fugue5,D,major,14.2032,2.3095,9.3533,16.3972,0.4619,15.127,0.8083,12.5866,9.1224,3.3487,15.358,0.9238
wtc_2_Fugue5,D,major,2.3095,9.3533,16.3972,0.4619,15.127,0.8083,12.5866,9.1224,3.3487,15.358,0.9238,14.2032
wtc_2_Fugue5,D,major,9.3533,16.3972,0.4619,15.127,0.8083,12.5866,9.1224,3.3487,15.358,0.9238,14.2032,2.3095
wtc_2_Fugue6,D,minor,15.193,1.3699,13.2005,13.325,1.9925,13.9477,0.9963,15.3176,8.3437,3.9851,7.2229,5.1059
wtc_2_Fugue6,D,minor,1.3699,13.2005,13.325,1.9925,13.9477,0.9963,15.3176,8.3437,3.9851,7.2229,5.1059,15.193
wtc_2_Fugue6,D,minor,13.2005,13.325,1.9925,13.9477,0.9963,15.3176,8.3437,3.9851,7.2229,5.1059,15.193,1.3699
wtc_2_Fugue6,D,minor,13.325,1.9925,13.9477,0.9963,15.3176,8.3437,3.9851,7.2229,5.1059,15.193,1.3699,13.2005
wtc_2_Fugue6,D,minor,1.9925,13.9477,0.9963,15.3176,8.3437,3.9851,7.2229,5.1059,15.193,1.3699,13.2005,13.325
wtc_2_Fugue6,D,minor,13.9477,0.9963,15.3176,8.3437,3.9851,7.2229,5.1059,15.193,1.3699,13.2005,13.325,1.9925
wtc_2_Fugue6,D,minor,0.9963,15.3176,8.3437,3.9851,7.2229,5.1059,15.193,1.3699,13.2005,13.325,1.9925,13.9477
wtc_2_Fugue6,D,minor,15.3176,8.3437,3.9851,7.2229,5.1059,15.193,1.3699,13.2005,13.325,1.9925,13.9477,0.9963
wtc_2_Fugue6,D,minor,8.3437,3.9851,7.2229,5.1059,15.193,1.3699,13.2005,13.325,1.9925,13.9477,0.9963,15.3176
wtc_2_Fugue6,D,minor,3.9851,7.2229,5.1059,15.193,1.3699,13.2005,13.325,1.9925,13.9477,0.9963,15.3176,8.3437
wtc_2_Fugue6,D,minor,7.2229,5.1059,15.193,1.3699,13.2005,13.325,1.9925,13.9477,0.9963,15.3176,8.3437,3.9851
wtc_2_Fugue6,D,minor,5.1059,15.193,1.3699,13.2005,13.325,1.9925,13.9477,0.9963,15.3176,8.3437,3.9851,7.2229
wtc_2_Fugue7,D#/Eb,major,14.5299,0.8547,13.6752,0.1425,15.6695,10.6838,2.9915,16.3818,0.5698,11.2536,1.567,11.6809
wtc_2_Fugue7,D#/Eb,major,0.8547,13.6752,0.1425,15.6695,10.6838,2.9915,16.3818,0.5698,11.2536,1.567,11.6809,14.5299
wtc_2_Fugue7,D#/Eb,major,13.6752,0.1425,15.6695,10.6838,2.9915,16.3818,0.5698,11.2536,1.567,11.6809,14.5299,0.8547
wtc_2_Fugue7,D#/Eb,major,0.1425,15.6695,10.6838,2.9915,16.3818,0.5698,11.2536,1.567,11.6809,14.5299,0.8547,13.6752
wtc_2_Fugue7,D#/Eb,major,15.6695,10.6838,2.9915,16.3818,0.5698,11.2536,1.567,11.6809,14.5299,0.8547,13.6752,0.1425
wtc_2_Fugue7,D#/Eb,major,10.6838,2.9915,16.3818,0.5698,11.2536,1.567,11.6809,14.5299,0.8547,13.6752,0.1425,15.6695
wtc_2_Fugue7,D#/Eb,major,2.9915,16.3818,0.5698,11.2536,1.567,11.6809,14.5299,0.8547,13.6752,0.1425,15.6695,10.6838
wtc_2_Fugue7,D#/Eb,major,16.3818,0.5698,11.2536,1.567,11.6809,14.5299,0.8547,13.6752,0.1425,15.6695,10.6838,2.9915
wtc_2_Fugue7,D#/Eb,major,0.5698,11.2536,1.567,11.6809,14.5299,0.8547,13.6752,0.1425,15.6695,10.6838,2.9915,16.3818
wtc_2_Fugue7,D#/Eb,major,11.2536,1.567,11.6809,14.5299,0.8547,13.6752,0.1425,15.6695,10.6838,2.9915,16.3818,0.5698
wtc_2_Fugue7,D#/Eb,major,1.567,11.6809,14.5299,0.8547,13.6752,0.1425,15.6695,10.6838,2.9915,16.3818,0.5698,11.2536
wtc_2_Fugue7,D#/Eb,major,11.6809,14.5299,0.8547,13.6752,0.1425,15.6695,10.6838,2.9915,16.3818,0.5698,11.2536,1.567
wtc_2_Fugue8,D#/Eb,minor,16.5347,2.8713,11.0891,10.495,3.6634,14.1584,2.0792,15.0495,7.6238,3.3663,8.7129,4.3564
wtc_2_Fugue8,D#/Eb,minor,2.8713,11.0891,10.495,3.6634,14.1584,2.0792,15.0495,7.6238,3.3663,8.7129,4.3564,16.5347
wtc_2_Fugue8,D#/Eb,minor,11.0891,10.495,3.6634,14.1584,2.0792,15.0495,7.6238,3.3663,8.7129,4.3564,16.5347,2.8713
wtc_2_Fugue8,D#/Eb,minor,10.495,3.6634,14.1584,2.0792,15.0495,7.6238,3.3663,8.7129,4.3564,16.5347,2.8713,11.0891
wtc_2_Fugue8,D#/Eb,minor,3.6634,14.1584,2.0792,15.0495,7.6238,3.3663,8.7129,4.3564,16.5347,2.8713,11.0891,10.495
wtc_2_Fugue8,D#/Eb,minor,14.1584,2.0792,15.0495,7.6238,3.3663,8.7129,4.3564,16.5347,2.8713,11.0891,10.495,3.6634
wtc_2_Fugue8,D#/Eb,minor,2.0792,15.0495,7.6238,3.3663,8.7129,4.3564,16.5347,2.8713,11.0891,10.495,3.6634,14.1584
wtc_2_Fugue8,D#/Eb,minor,15.0495,7.6238,3.3663,8.7129,4.3564,16.5347,2.8713,11.0891,10.495,3.6634,14.1584,2.0792
wtc_2_Fugue8,D#/Eb,minor,7.6238,3.3663,8.7129,4.3564,16.5347,2.8713,11.0891,10.495,3.6634,14.1584,2.0792,15.0495
wtc_2_Fugue8,D#/Eb,minor,3.3663,8.7129,4.3564,16.5347,2.8713,11.0891,10.495,3.6634,14.1584,2.0792,15.0495,7.6238
wtc_2_Fugue8,D#/Eb,minor,8.7129,4.3564,16.5347,2.8713,11.0891,10.495,3.6634,14.1584,2.0792,15.0495,7.6238,3.3663
wtc_2_Fugue8,D#/Eb,minor,4.3564,16.5347,2.8713,11.0891,10.495,3.6634,14.1584,2.0792,15.0495,7.6238,3.3663,8.7129
wtc_2_Fugue9,E,major,14.5161,1.8817,14.7849,0.672,14.5161,9.8118,2.6882,15.0538,1.2097,12.5,0.8065,11.5591
wtc_2_Fugue9,E,major,1.8817,14.7849,0.672,14.5161,9.8118,2.6882,15.0538,1.2097,12.5,0.8065,11.5591,14.5161
wtc_2_Fugue9,E,major,14.7849,0.672,14.5161,9.8118,2.6882,15.0538,1.2097,12.5,0.8065,11.5591,14.5161,1.8817
wtc_2_Fugue9,E,major,0.672,14.5161,9.8118,2.6882,15.0538,1.2097,12.5,0.8065,11.5591,14.5161,1.8817,14.7849
wtc_2_Fugue9,E,major,14.5161,9.8118,2.6882,15.0538,1.2097,12.5,0.8065,11.5591,14.5161,1.8817,14.7849,0.672
wtc_2_Fugue9,E,major,9.8118,2.6882,15.0538,1.2097,12.5,0.8065,11.5591,14.5161,1.8817,14.7849,0.672,14.5161
wtc_2_Fugue9,E,major,2.6882,15.0538,1.2097,12.5,0.8065,11.5591,14.5161,1.8817,14.7849,0.672,14.5161,9.8118
wtc_2_Fugue9,E,major,15.0538,1.2097,12.5,0.8065,11.5591,14.5161,1.8817,14.7849,0.672,14.5161,9.8118,2.6882
wtc_2_Fugue9,E,major,1.2097,12.5,0.8065,11.5591,14.5161,1.8817,14.7849,0.672,14.5161,9.8118,2.6882,15.0538
wtc_2_Fugue9,E,major,12.5,0.8065,11.5591,14.5161,1.8817,14.7849,0.672,14.5161,9.8118,2.6882,15.0538,1.2097
wtc_2_Fugue9,E,major,0.8065,11.5591,14.5161,1.8817,14.7849,0.672,14.5161,9.8118,2.6882,15.0538,1.2097,12.5
wtc_2_Fugue9,E,major,11.5591,14.5161,1.8817,14.7849,0.672,14.5161,9.8118,2.6882,15.0538,1.2097,12.5,0.8065
wtc_2_Fugue10,E,minor,14.9086,0.9142,13.2911,12.7989,2.18,12.4473,2.7426,13.8537,6.962,5.2039,9.0014,5.6962
wtc_2_Fugue10,E,minor,0.9142,13.2911,12.7989,2.18,12.4473,2.7426,13.8537,6.962,5.2039,9.0014,5.6962,14.9086
wtc_2_Fugue10,E,minor,13.2911,12.7989,2.18,12.4473,2.7426,13.8537,6.962,5.2039,9.0014,5.6962,14.9086,0.9142
wtc_2_Fugue10,E,minor,12.7989,2.18,12.4473,2.7426,13.8537,6.962,5.2039,9.0014,5.6962,14.9086,0.9142,13.2911
wtc_2_Fugue10,E,minor,2.18,12.4473,2.7426,13.8537,6.962,5.2039,9.0014,5.6962,14.9086,0.9142,13.2911,12.7989
wtc_2_Fugue10,E,minor,12.4473,2.7426,13.8537,6.962,5.2039,9.0014,5.6962,14.9086,0.9142,13.2911,12.7989,2.18
wtc_2_Fugue10,E,minor,2.7426,13.8537,6.962,5.2039,9.0014,5.6962,14.9086,0.9142,13.2911,12.7989,2.18,12.4473
wtc_2_Fugue10,E,minor,13.8537,6.962,5.2039,9.0014,5.6962,14.9086,0.9142,13.2911,12.7989,2.18,12.4473,2.7426
wtc_2_Fugue10,E,minor,6.962,5.2039,9.0014,5.6962,14.9086,0.9142,13.2911,12.7989,2.18,12.4473,2.7426,13.8537
wtc_2_Fugue10,E,minor,5.2039,9.0014,5.6962,14.9086,0.9142,13.2911,12.7989,2.18,12.4473,2.7426,13.8537,6.962
wtc_2_Fugue10,E,minor,9.0014,5.6962,14.9086,0.9142,13.2911,12.7989,2.18,12.4473,2.7426,13.8537,6.962,5.2039
wtc_2_Fugue10,E,minor,5.6962,14.9086,0.9142,13.2911,12.7989,2.18,12.4473,2.7426,13.8537,6.962,5.2039,9.0014
wtc_2_Fugue11,F,major,14.7271,0.9269,14.2122,2.2657,11.9464,10.5046,3.2956,13.8002,1.7508,12.5644,3.2956,10.7106
wtc_2_Fugue11,F,major,0.9269,14.2122,2.2657,11.9464,10.5046,3.2956,13.8002,1.7508,12.5644,3.2956,10.7106,14.7271
wtc_2_Fugue11,F,major,14.2122,2.2657,11.9464,10.5046,3.2956,13.8002,1.7508,12.5644,3.2956,10.7106,14.7271,0.9269
wtc_2_Fugue11,F,major,2.2657,11.9464,10.5046,3.2956,13.8002,1.7508,12.5644,3.2956,10.7106,14.7271,0.9269,14.2122
wtc_2_Fugue11,F,major,11.9464,10.5046,3.2956,13.8002,1.7508,12.5644,3.2956,10.7106,14.7271,0.9269,14.2122,2.2657
wtc_2_Fugue11,F,major,10.5046,3.2956,13.8002,1.7508,12.5644,3.2956,10.7106,14.7271,0.9269,14.2122,2.2657,11.9464
wtc_2_Fugue11,F,major,3.2956,13.8002,1.7508,12.5644,3.2956,10.7106,14.7271,0.9269,14.2122,2.2657,11.9464,10.5046
wtc_2_Fugue11,F,major,13.8002,1.7508,12.5644,3.2956,10.7106,14.7271,0.9269,14.2122,2.2657,11.9464,10.5046,3.2956
wtc_2_Fugue11,F,major,1.7508,12.5644,3.2956,10.7106,14.7271,0.9269,14.2122,2.2657,11.9464,10.5046,3.2956,13.8002
wtc_2_Fugue11,F,major,12.5644,3.2956,10.7106,14.7271,0.9269,14.2122,2.2657,11.9464,10.5046,3.2956,13.8002,1.7508
wtc_2_Fugue11,F,major,3.2956,10.7106,14.7271,0.9269,14.2122,2.2657,11.9464,10.5046,3.2956,13.8002,1.7508,12.5644
wtc_2_Fugue11,F,major,10.7106,14.7271,0.9269,14.2122,2.2657,11.9464,10.5046,3.2956,13.8002,1.7508,12.5644,3.2956
wtc_2_Fugue12,F,minor,14.0681,1.1649,13.3513,12.6344,1.9713,13.8889,1.1649,15.4122,8.5125,3.7634,8.0645,6.0036
wtc_2_Fugue12,F,minor,1.1649,13.3513,12.6344,1.9713,13.8889,1.1649,15.4122,8.5125,3.7634,8.0645,6.0036,14.0681
wtc_2_Fugue12,F,minor,13.3513,12.6344,1.9713,13.8889,1.1649,15.4122,8.5125,3.7634,8.0645,6.0036,14.0681,1.1649
wtc_2_Fugue12,F,minor,12.6344,1.9713,13.8889,1.1649,15.4122,8.5125,3.7634,8.0645,6.0036,14.0681,1.1649,13.3513
wtc_2_Fugue12,F,minor,1.9713,13.8889,1.1649,15.4122,8.5125,3.7634,8.0645,6.0036,14.0681,1.1649,13.3513,12.6344
wtc_2_Fugue12,F,minor,13.8889,1.1649,15.4122,8.5125,3.7634,8.0645,6.0036,14.0681,1.1649,13.3513,12.6344,1.9713
wtc_2_Fugue12,F,minor,1.1649,15.4122,8.5125,3.7634,8.0645,6.0036,14.0681,1.1649,13.3513,12.6344,1.9713,13.8889
wtc_2_Fugue12,F,minor,15.4122,8.5125,3.7634,8.0645,6.0036,14.0681,1.1649,13.3513,12.6344,1.9713,13.8889,1.1649
wtc_2_Fugue12,F,minor,8.5125,3.7634,8.0645,6.0036,14.0681,1.1649,13.3513,12.6344,1.9713,13.8889,1.1649,15.4122
wtc_2_Fugue12,F,minor,3.7634,8.0645,6.0036,14.0681,1.1649,13.3513,12.6344,1.9713,13.8889,1.1649,15.4122,8.5125
wtc_2_Fugue12,F,minor,8.0645,6.0036,14.0681,1.1649,13.3513,12.6344,1.9713,13.8889,1.1649,15.4122,8.5125,3.7634
wtc_2_Fugue12,F,minor,6.0036,14.0681,1.1649,13.3513,12.6344,1.9713,13.8889,1.1649,15.4122,8.5125,3.7634,8.0645
01AusmeinesHerz,G,major,21.1921,0,10.596,0,16.2252,11.5894,0,21.5232,0,8.9404,0.3311,9.6026
01AusmeinesHerz,G,major,0,10.596,0,16.2252,11.5894,0,21.5232,0,8.9404,0.3311,9.6026,21.1921
01AusmeinesHerz,G,major,10.596,0,16.2252,11.5894,0,21.5232,0,8.9404,0.3311,9.6026,21.1921,0
01AusmeinesHerz,G,major,0,16.2252,11.5894,0,21.5232,0,8.9404,0.3311,9.6026,21.1921,0,10.596
01AusmeinesHerz,G,major,16.2252,11.5894,0,21.5232,0,8.9404,0.3311,9.6026,21.1921,0,10.596,0
01AusmeinesHerz,G,major,11.5894,0,21.5232,0,8.9404,0.3311,9.6026,21.1921,0,10.596,0,16.2252
01AusmeinesHerz,G,major,0,21.5232,0,8.9404,0.3311,9.6026,21.1921,0,10.596,0,16.2252,11.5894
01AusmeinesHerz,G,major,21.5232,0,8.9404,0.3311,9.6026,21.1921,0,10.596,0,16.2252,11.5894,0
01AusmeinesHerz,G,major,0,8.9404,0.3311,9.6026,21.1921,0,10.596,0,16.2252,11.5894,0,21.5232
01AusmeinesHerz,G,major,8.9404,0.3311,9.6026,21.1921,0,10.596,0,16.2252,11.5894,0,21.5232,0
01AusmeinesHerz,G,major,0.3311,9.6026,21.1921,0,10.596,0,16.2252,11.5894,0,21.5232,0,8.9404
01AusmeinesHerz,G,major,9.6026,21.1921,0,10.596,0,16.2252,11.5894,0,21.5232,0,8.9404,0.3311
02Ichdankdir,A,major,15.5405,1.0135,16.8919,0,13.5135,8.4459,2.7027,17.5676,0,12.1622,1.6892,10.473
02Ichdankdir,A,major,1.0135,16.8919,0,13.5135,8.4459,2.7027,17.5676,0,12.1622,1.6892,10.473,15.5405
02Ichdankdir,A,major,16.8919,0,13.5135,8.4459,2.7027,17.5676,0,12.1622,1.6892,10.473,15.5405,1.0135
02Ichdankdir,A,major,0,13.5135,8.4459,2.7027,17.5676,0,12.1622,1.6892,10.473,15.5405,1.0135,16.8919
02Ichdankdir,A,major,13.5135,8.4459,2.7027,17.5676,0,12.1622,1.6892,10.473,15.5405,1.0135,16.8919,0
02Ichdankdir,A,major,8.4459,2.7027,17.5676,0,12.1622,1.6892,10.473,15.5405,1.0135,16.8919,0,13.5135
02Ichdankdir,A,major,2.7027,17.5676,0,12.1622,1.6892,10.473,15.5405,1.0135,16.8919,0,13.5135,8.4459
02Ichdankdir,A,major,17.5676,0,12.1622,1.6892,10.473,15.5405,1.0135,16.8919,0,13.5135,8.4459,2.7027
02Ichdankdir,A,major,0,12.1622,1.6892,10.473,15.5405,1.0135,16.8919,0,13.5135,8.4459,2.7027,17.5676
02Ichdankdir,A,major,12.1622,1.6892,10.473,15.5405,1.0135,16.8919,0,13.5135,8.4459,2.7027,17.5676,0
02Ichdankdir,A,major,1.6892,10.473,15.5405,1.0135,16.8919,0,13.5135,8.4459,2.7027,17.5676,0,12.1622
02Ichdankdir,A,major,10.473,15.5405,1.0135,16.8919,0,13.5135,8.4459,2.7027,17.5676,0,12.1622,1.6892
03AchGott,A,minor,17.7122,0.369,14.0221,12.5461,0.369,11.8081,1.845,21.4022,3.321,4.059,4.059,8.4871
03AchGott,A,minor,0.369,14.0221,12.5461,0.369,11.8081,1.845,21.4022,3.321,4.059,4.059,8.4871,17.7122
03AchGott,A,minor,14.0221,12.5461,0.369,11.8081,1.845,21.4022,3.321,4.059,4.059,8.4871,17.7122,0.369
03AchGott,A,minor,12.5461,0.369,11.8081,1.845,21.4022,3.321,4.059,4.059,8.4871,17.7122,0.369,14.0221
03AchGott,A,minor,0.369,11.8081,1.845,21.4022,3.321,4.059,4.059,8.4871,17.7122,0.369,14.0221,12.5461
03AchGott,A,minor,11.8081,1.845,21.4022,3.321,4.059,4.059,8.4871,17.7122,0.369,14.0221,12.5461,0.369
03AchGott,A,minor,1.845,21.4022,3.321,4.059,4.059,8.4871,17.7122,0.369,14.0221,12.5461,0.369,11.8081
03AchGott,A,minor,21.4022,3.321,4.059,4.059,8.4871,17.7122,0.369,14.0221,12.5461,0.369,11.8081,1.845
03AchGott,A,minor,3.321,4.059,4.059,8.4871,17.7122,0.369,14.0221,12.5461,0.369,11.8081,1.845,21.4022
03AchGott,A,minor,4.059,4.059,8.4871,17.7122,0.369,14.0221,12.5461,0.369,11.8081,1.845,21.4022,3.321
03AchGott,A,minor,4.059,8.4871,17.7122,0.369,14.0221,12.5461,0.369,11.8081,1.845,21.4022,3.321,4.059
03AchGott,A,minor,8.4871,17.7122,0.369,14.0221,12.5461,0.369,11.8081,1.845,21.4022,3.321,4.059,4.059
04EsistdasHeiluns,E,major,20.3704,0.7407,15.1852,0,11.1111,7.7778,2.963,20.3704,0,10.3704,2.5926,8.5185
04EsistdasHeiluns,E,major,0.7407,15.1852,0,11.1111,7.7778,2.963,20.3704,0,10.3704,2.5926,8.5185,20.3704
04EsistdasHeiluns,E,major,15.1852,0,11.1111,7.7778,2.963,20.3704,0,10.3704,2.5926,8.5185,20.3704,0.7407
04EsistdasHeiluns,E,major,0,11.1111,7.7778,2.963,20.3704,0,10.3704,2.5926,8.5185,20.3704,0.7407,15.1852
04EsistdasHeiluns,E,major,11.1111,7.7778,2.963,20.3704,0,10.3704,2.5926,8.5185,20.3704,0.7407,15.1852,0
04EsistdasHeiluns,E,major,7.7778,2.963,20.3704,0,10.3704,2.5926,8.5185,20.3704,0.7407,15.1852,0,11.1111
04EsistdasHeiluns,E,major,2.963,20.3704,0,10.3704,2.5926,8.5185,20.3704,0.7407,15.1852,0,11.1111,7.7778
04EsistdasHeiluns,E,major,20.3704,0,10.3704,2.5926,8.5185,20.3704,0.7407,15.1852,0,11.1111,7.7778,2.963
04EsistdasHeiluns,E,major,0,10.3704,2.5926,8.5185,20.3704,0.7407,15.1852,0,11.1111,7.7778,2.963,20.3704
04EsistdasHeiluns,E,major,10.3704,2.5926,8.5185,20.3704,0.7407,15.1852,0,11.1111,7.7778,2.963,20.3704,0
04EsistdasHeiluns,E,major,2.5926,8.5185,20.3704,0.7407,15.1852,0,11.1111,7.7778,2.963,20.3704,0,10.3704
